title,revenue,budget,roi,main_genre,release_year,runtime,vote_average
A Bug's Life,363258859,120000000,2.0271571583333334,Adventure,1998,95,6.969
xXx: Return of Xander Cage,346147658,85000000,3.0723253882352943,Action,2017,107,6.138
Cruella,233503234,200000000,0.16751617,Comedy,2021,134,8.055
Indiana Jones and the Temple of Doom,333000000,28000000,10.892857142857142,Adventure,1984,118,7.294
Watchmen,185258983,130000000,0.4250691,Action,2009,163,7.333
The Nightmare Before Christmas,75634409,24000000,2.1514337083333333,Fantasy,1993,76,7.841
Shang-Chi and the Legend of the Ten Rings,432243292,150000000,1.8816219466666666,Action,2021,132,7.589
Alita: Battle Angel,404980543,170000000,1.382238488235294,Action,2019,122,7.219
Godzilla,529076069,160000000,2.30672543125,Action,2014,123,6.289
The Twilight Saga: Breaking Dawn - Part 2,829747654,120000000,5.9145637833333335,Adventure,2012,115,6.468
The Pianist,120072577,35000000,2.4306450571428573,Drama,2002,150,8.382
The Mummy,415885488,80000000,4.1985686,Adventure,1999,124,6.906
Saw,103911669,1200000,85.5930575,Horror,2004,103,7.4
The Big Short,133346506,28000000,3.762375214285714,Comedy,2015,131,7.344
Shrek the Third,813367380,160000000,4.083546125,Fantasy,2007,93,6.287
Snatch,83557872,10000000,7.3557872,Crime,2000,103,7.801
We're the Millers,269994119,37000000,6.297138351351351,Comedy,2013,110,6.814
The Twilight Saga: Breaking Dawn - Part 1,712171856,110000000,5.4742896,Adventure,2011,117,6.201
The Twilight Saga: Eclipse,698491347,68000000,9.271931573529411,Adventure,2010,124,6.214
Elysium,286140700,115000000,1.48818,Science Fiction,2013,109,6.499
Corpse Bride,118133252,40000000,1.9533313,Romance,2005,77,7.527
Mission: Impossible - Rogue Nation,682716636,150000000,3.55144424,Action,2015,131,7.19
The Equalizer,192330738,55000000,2.496922509090909,Thriller,2014,132,7.247
The King's Speech,414211549,15000000,26.614103266666667,Drama,2010,118,7.74
Ghostbusters,296187079,30000000,8.872902633333334,Comedy,1984,107,7.467
The Hangover Part III,362000072,103000000,2.514563805825243,Comedy,2013,100,6.211
Mission: Impossible,457731198,80000000,4.721639975,Adventure,1996,110,6.968
Hotel Transylvania,358375603,85000000,3.2161835647058825,Animation,2012,91,7.0
San Andreas,473990832,110000000,3.3090075636363636,Action,2015,114,6.229
War for the Planet of the Apes,490719763,150000000,2.271465086666667,Drama,2017,140,7.16
It Chapter Two,473122525,79000000,4.9888927215189875,Horror,2019,169,6.854
Annihilation,43070915,40000000,0.076772875,Science Fiction,2018,115,6.398
Minority Report,358372926,102000000,2.5134600588235294,Action,2002,145,7.3
Dallas Buyers Club,55736588,5000000,10.1473176,Drama,2013,117,7.932
Doctor Strange in the Multiverse of Madness,955775804,200000000,3.77887902,Fantasy,2022,126,7.355
Transformers: Revenge of the Fallen,836303693,200000000,3.181518465,Science Fiction,2009,149,6.2
Jumanji: The Next Level,801693929,125000000,5.413551432,Adventure,2019,123,6.931
Mean Girls,130126277,17000000,6.654486882352941,Comedy,2004,97,7.186
Solo: A Star Wars Story,392952373,250000000,0.571809492,Science Fiction,2018,135,6.563
The Purge,89328627,3000000,28.776209,Science Fiction,2013,86,6.25
Terminator Genisys,440603537,155000000,1.842603464516129,Science Fiction,2015,126,5.924
Lady Bird,78966486,10000000,6.8966486,Drama,2017,94,7.271
Sicario,84872444,30000000,1.8290814666666666,Action,2015,122,7.39
Wonder Woman 1984,169601036,200000000,-0.15199482,Action,2020,151,6.478
Alien: Covenant,240891763,97000000,1.483420237113402,Science Fiction,2017,122,6.1
Glass,246999039,20000000,11.34995195,Thriller,2019,129,6.677
Oldboy,15194593,3000000,4.064864333333333,Drama,2003,120,8.274
After,69497587,14000000,3.9641133571428573,Romance,2019,106,7.137
About Time,87100449,12000000,6.25837075,Drama,2013,123,7.905
Ocean's Eight,297718711,70000000,3.2531244428571426,Crime,2018,111,6.985
"Crazy, Stupid, Love.",145079584,50000000,1.90159168,Comedy,2011,118,7.3
The Conjuring 2,321834351,40000000,7.045858775,Horror,2016,134,7.293
Spotlight,98690254,20000000,3.9345127,Drama,2015,129,7.814
Shaun of the Dead,30097092,6100000,3.9339495081967213,Horror,2004,99,7.54
"The Good, the Bad and the Ugly",38900000,1200000,31.416666666666668,Western,1966,161,8.473
Argo,232325503,44500000,4.220797820224719,Drama,2012,120,7.275
The Lost World: Jurassic Park,618638999,73000000,7.474506835616438,Adventure,1997,129,6.527
Transformers: Dark of the Moon,1123794079,195000000,4.763046558974359,Action,2011,154,6.183
War of the Worlds,603873119,132000000,3.574796356060606,Adventure,2005,117,6.496
Top Gun,356830601,15000000,22.788706733333335,Romance,1986,110,7.0
Source Code,147332697,32000000,3.60414678125,Thriller,2011,94,7.297
The Suicide Squad,168717425,185000000,-0.08801391891891892,Action,2021,132,7.557
Ice Age: Dawn of the Dinosaurs,886686817,90000000,8.852075744444445,Animation,2009,94,6.737
Twelve Monkeys,168841459,29000000,4.822119275862069,Science Fiction,1995,129,7.6
The Jungle Book,966550600,175000000,4.523146285714286,Family,2016,106,6.86
The Secret Life of Pets,875457937,75000000,10.672772493333333,Adventure,2016,86,6.266
Free Guy,331526598,110000000,2.0138781636363636,Comedy,2021,115,7.55
12 Angry Men,1000000,350000,1.8571428571428572,Drama,1957,97,8.54
Indiana Jones and the Kingdom of the Crystal Skull,786636033,185000000,3.2520866648648648,Adventure,2008,122,5.998
Luca,49750471,200000000,-0.751247645,Animation,2021,95,7.865
Ghost in the Shell,169801921,110000000,0.5436538272727273,Science Fiction,2017,107,6.066
Fast Five,626137675,125000000,4.0091014,Action,2011,130,7.251
Transformers: Age of Extinction,1104054072,210000000,4.257400342857143,Science Fiction,2014,165,5.92
Real Steel,299268508,110000000,1.7206228,Action,2011,127,6.981
Bad Boys for Life,426505244,90000000,3.7389471555555556,Thriller,2020,124,7.139
Top Gun: Maverick,1488732821,170000000,7.757251888235294,Action,2022,131,8.26
Baywatch,177856751,69000000,1.577634072463768,Comedy,2017,116,6.092
Sin City,158733820,40000000,2.9683455,Thriller,2005,124,7.4
The Help,216639112,25000000,7.66556448,Drama,2011,146,8.202
Mission: Impossible - Fallout,791657398,178000000,3.447513471910112,Action,2018,147,7.414
Fifty Shades Freed,368307760,55000000,5.696504727272727,Drama,2018,105,6.705
Snow White and the Huntsman,396600000,170000000,1.3329411764705883,Adventure,2012,127,5.982
Eternals,402064899,200000000,1.010324495,Science Fiction,2021,156,6.927
Apocalypse Now,150000000,31500000,3.761904761904762,Drama,1979,147,8.282
The Breakfast Club,51525171,1000000,50.525171,Comedy,1985,98,7.751
22 Jump Street,331333876,50000000,5.62667752,Crime,2014,112,6.842
Sing,634151679,75000000,7.45535572,Animation,2016,108,7.114
Chappie,104399548,49000000,1.1306030204081632,Crime,2015,120,6.776
The Day After Tomorrow,552639571,125000000,3.421116568,Action,2004,124,6.509
The Simpsons Movie,527068851,75000000,6.02758468,Animation,2007,87,6.999
Wonder,305937718,20000000,14.2968859,Drama,2017,113,8.155
Friends with Benefits,149542245,35000000,3.2726355714285713,Romance,2011,109,6.648
Pride & Prejudice,121616555,28000000,3.343448392857143,Drama,2005,127,8.083
10 Things I Hate About You,53478166,16000000,2.342385375,Comedy,1999,97,7.58
Fantastic Four: Rise of the Silver Surfer,301913131,130000000,1.3224087,Adventure,2007,92,5.592
10 Cloverfield Lane,110216998,15000000,6.347799866666667,Thriller,2016,104,6.981
Pretty Woman,463406268,14000000,32.100447714285714,Comedy,1990,119,7.5
Assassin's Creed,240697856,125000000,0.925582848,Action,2016,116,5.419
Focus,153962963,50100000,2.0731130339321355,Romance,2015,105,6.875
Armageddon,553799566,140000000,2.9557111857142857,Action,1998,151,6.829
Quantum of Solace,589580482,200000000,1.94790241,Adventure,2008,106,6.314
The Little Mermaid,211343479,40000000,4.283586975,Animation,1989,83,7.355
Tomb Raider,274650803,94000000,1.9218170531914893,Action,2018,118,6.353
King Kong,562363449,207000000,1.7167316376811594,Adventure,2005,187,6.869
The Cabin in the Woods,71041255,30000000,1.3680418333333333,Horror,2012,95,6.608
Fargo,60611975,7000000,7.658853571428572,Crime,1996,98,7.867
Predator,98267558,15000000,5.551170533333333,Science Fiction,1987,107,7.506
Fifty Shades Darker,378827494,55000000,5.887772618181818,Drama,2017,118,6.492
Groundhog Day,71074049,14600000,3.8680855479452054,Romance,1993,101,7.606
The Exorcist,441405644,12000000,35.783803666666664,Horror,1973,122,7.72
The Terminal,219417255,60000000,2.65695425,Comedy,2004,128,7.33
The Lego Movie,469160692,60000000,6.8193448666666665,Animation,2014,100,7.418
The Nice Guys,62788218,50000000,0.25576436,Comedy,2016,116,7.108
Princess Mononoke,169000000,23500000,6.191489361702128,Adventure,1997,134,8.338
Don't Look Up,791863,75000000,-0.9894418266666667,Science Fiction,2021,138,7.135
The Expendables,274470394,80000000,2.430879925,Thriller,2010,103,6.227
Nocturnal Animals,29252978,22500000,0.30013235555555556,Drama,2016,117,7.442
Scott Pilgrim vs. the World,48000000,85000000,-0.43529411764705883,Action,2010,113,7.469
Batman,411348924,35000000,10.7528264,Fantasy,1989,126,7.2
Maze Runner: The Death Cure,288175335,62000000,3.6479892741935482,Science Fiction,2018,143,7.1
Rocky,225250402,1000000,224.250402,Drama,1976,119,7.8
The Bourne Ultimatum,442824138,70000000,5.326059114285714,Action,2007,115,7.421
American Pie,235483004,11000000,20.40754581818182,Comedy,1999,95,6.567
My Neighbor Totoro,41000000,3700000,10.08108108108108,Fantasy,1988,86,8.073
Cars 2,559852396,200000000,1.79926198,Animation,2011,106,6.08
The Secret Life of Walter Mitty,188133322,90000000,1.0903702444444445,Adventure,2013,114,7.172
Pixels,244874809,88000000,1.7826682840909092,Action,2015,105,5.716
Ice Age: Continental Drift,877244782,95000000,8.2341556,Animation,2012,88,6.36
BlacKkKlansman,93411426,15000000,5.2274284,Comedy,2018,136,7.521
The Meg,530517320,150000000,2.5367821333333334,Action,2018,113,6.256
127 Hours,35692920,18000000,0.98294,Adventure,2010,94,7.068
Ralph Breaks the Internet,529323962,175000000,2.0247083542857145,Family,2018,112,7.2
Blood Diamond,171720398,100000000,0.71720398,Drama,2006,143,7.53
Valerian and the City of a Thousand Planets,225973340,177200000,0.27524458239277655,Adventure,2017,136,6.625
The Bourne Supremacy,288500217,75000000,2.84666956,Action,2004,108,7.315
Ford v Ferrari,225508210,97600000,1.3105349385245901,Drama,2019,153,8.01
Percy Jackson & the Olympians: The Lightning Thief,226497209,95000000,1.3841811473684211,Adventure,2010,118,6.21
Coraline,124600000,60000000,1.0766666666666667,Animation,2009,100,7.854
Creed,173567581,37000000,3.691015702702703,Action,2015,133,7.413
Hot Fuzz,80573774,12000000,5.714481166666666,Crime,2007,121,7.554
Don't Breathe,159047649,9900000,15.06541909090909,Thriller,2016,89,7.009
Ted 2,215863606,68000000,2.174464794117647,Comedy,2015,115,6.286
The Butterfly Effect,96060858,13000000,6.38929676923077,Science Fiction,2004,113,7.56
Hereditary,82530552,10000000,7.2530552,Horror,2018,128,7.274
Snow White and the Seven Dwarfs,184925486,1488423,123.24256142239135,Fantasy,1937,83,7.116
Midnight in Paris,151119219,17000000,7.8893658235294115,Fantasy,2011,94,7.535
Hercules,252712101,85000000,1.9730835411764707,Animation,1997,93,7.501
American Hustle,251171807,40000000,5.279295175,Drama,2013,138,6.848
Life,100541806,58000000,0.7334794137931034,Horror,2017,104,6.423
Green Lantern,219851172,200000000,0.09925586,Adventure,2011,114,5.167
2 Fast 2 Furious,236350661,76000000,2.1098771184210525,Action,2003,108,6.483
Sausage Party,140705322,19000000,6.405543263157894,Adventure,2016,89,5.734
Us,256067149,20000000,11.80335745,Horror,2019,116,6.97
Hugo,185770160,170000000,0.09276564705882354,Adventure,2011,126,7.171
Grease,181813770,6000000,29.302295,Romance,1978,110,7.394
Dark Shadows,245527149,150000000,0.63684766,Comedy,2012,113,6.044
Shrek Forever After,752600867,165000000,3.561217375757576,Comedy,2010,93,6.351
The Super Mario Bros. Movie,1355725263,100000000,12.55725263,Animation,2023,93,7.775
The Mummy,409231607,125000000,2.273852856,Fantasy,2017,110,5.507
Juno,232372681,7500000,29.983024133333334,Comedy,2007,96,7.048
Lost in Translation,119723856,4000000,28.930964,Drama,2003,102,7.392
Ocean's Twelve,362744280,110000000,2.2976752727272727,Thriller,2004,125,6.564
City of God,30641770,3300000,8.28538484848485,Drama,2002,130,8.429
Big Fish,123218424,70000000,0.7602632,Adventure,2003,125,7.761
50 First Dates,196482882,75000000,1.61977176,Comedy,2004,99,6.844
Fast & Furious,363164265,85000000,3.2725207647058823,Action,2009,107,6.68
Train to Busan,87547518,8500000,9.299708,Horror,2016,118,7.8
8 Mile,242875078,41000000,4.923782390243902,Drama,2002,111,7.124
How the Grinch Stole Christmas,345823040,123000000,1.8115694308943089,Family,2000,104,6.741
Sully,240797623,60000000,3.0132937166666665,Drama,2016,96,7.177
The Boss Baby,527965936,125000000,3.223727488,Animation,2017,97,6.451
Cinderella,543514353,95000000,4.721203715789474,Romance,2015,105,6.798
F9,726229501,200000000,2.631147505,Action,2021,143,7.139
Cloud Atlas,130482868,102000000,0.2792438039215686,Drama,2012,172,6.884
TRON: Legacy,400062763,170000000,1.3533103705882352,Adventure,2010,125,6.459
Moonlight,65046687,4000000,15.26167175,Drama,2016,111,7.392
Superbad,170812526,20000000,7.5406263,Comedy,2007,113,7.229
Fast & Furious Presents: Hobbs & Shaw,760098996,200000000,2.80049498,Action,2019,137,6.867
The Croods,587204668,135000000,3.3496642074074074,Animation,2013,98,6.913
Rush,90247624,38000000,1.3749374736842106,Drama,2013,123,7.708
Jurassic Park III,368780809,93000000,2.9653850430107527,Adventure,2001,92,6.126
Tomorrowland,209154322,190000000,0.10081222105263157,Adventure,2015,130,6.257
Neighbors,270665134,18000000,14.036951888888888,Comedy,2014,97,6.178
Wanted,342463063,75000000,3.566174173333333,Action,2008,110,6.508
Despicable Me 3,1031552585,80000000,11.8944073125,Action,2017,90,6.451
Nerve,85241496,19000000,3.4863945263157894,Mystery,2016,96,7.045
Heat,187436818,60000000,2.123946966666667,Action,1995,170,7.903
The Boy in the Striped Pyjamas,20416563,12500000,0.63332504,War,2008,94,7.849
Rampage,428028233,120000000,2.5669019416666665,Action,2018,107,6.451
Cloverfield,170764026,25000000,5.83056104,Action,2008,85,6.672
Constantine,230884728,100000000,1.30884728,Fantasy,2005,121,7.063
Click,240685326,82500000,1.917397890909091,Comedy,2006,107,6.3
Thor: Love and Thunder,760928081,250000000,2.043712324,Fantasy,2022,119,6.517
Little Miss Sunshine,100523181,8000000,11.565397625,Comedy,2006,102,7.677
Children of Men,70595464,76000000,-0.07111231578947369,Drama,2006,109,7.605
Jack Reacher,218340595,60000000,2.6390099166666667,Crime,2012,130,6.607
Easy A,75026327,8000000,8.378290875,Comedy,2010,93,6.811
Marriage Story,2300000,18000000,-0.8722222222222222,Drama,2019,137,7.753
The Girl with the Dragon Tattoo,232617430,90000000,1.5846381111111112,Thriller,2011,158,7.361
The Mummy Returns,443280904,98000000,3.523274530612245,Adventure,2001,130,6.358
Brokeback Mountain,178043761,14000000,11.7174115,Drama,2005,134,7.799
Captain Phillips,218791811,55000000,2.9780329272727273,Action,2013,134,7.552
Bridge of Spies,165478348,40000000,3.1369587,Thriller,2015,141,7.222
Night at the Museum: Battle of the Smithsonian,413106170,150000000,1.7540411333333332,Adventure,2009,105,6.1
The Witch,40423945,3500000,10.549698571428571,Drama,2015,92,6.927
Puss in Boots: The Last Wish,482129780,90000000,4.356997555555555,Animation,2022,103,8.266
Hellboy,99318987,66000000,0.5048331363636364,Fantasy,2004,122,6.665
Teenage Mutant Ninja Turtles,485004754,125000000,2.880038032,Science Fiction,2014,101,5.901
Madagascar: Escape 2 Africa,603900354,150000000,3.02600236,Family,2008,89,6.488
Kung Fu Panda 2,665692281,150000000,3.43794854,Animation,2011,91,6.968
Seven Pounds,168167691,55000000,2.057594381818182,Drama,2008,123,7.613
Jupiter Ascending,183987723,176000003,0.04538477195366866,Science Fiction,2015,127,5.433
Angels & Demons,485930816,150000000,2.2395387733333334,Thriller,2009,138,6.697
Scary Movie,278019771,19000000,13.63261952631579,Comedy,2000,88,6.336
Warcraft,433677183,160000000,1.71048239375,Action,2016,123,6.364
Yes Man,223241637,70000000,2.189166242857143,Comedy,2008,104,6.66
Prince of Persia: The Sands of Time,336365676,200000000,0.68182838,Adventure,2010,116,6.261
Hansel & Gretel: Witch Hunters,226349749,50000000,3.52699498,Fantasy,2013,88,6.029
Pokémon Detective Pikachu,449762638,150000000,1.9984175866666667,Action,2019,105,6.953
The Platform,1090116,1203235,-0.09401239159432696,Drama,2019,95,6.986
Insidious,99870886,1500000,65.58059066666667,Horror,2011,103,6.947
The Last Samurai,456758981,140000000,2.26256415,Drama,2003,154,7.574
Megamind,321885765,130000000,1.4760443461538462,Animation,2010,96,6.963
The Expendables 2,314975955,100000000,2.14975955,Action,2012,103,6.323
RED,199000000,58000000,2.4310344827586206,Action,2010,111,6.685
Mulan,66800000,200000000,-0.666,Adventure,2020,115,6.906
Raya and the Last Dragon,130423032,100000000,0.30423032,Animation,2021,107,7.9
mother!,44516999,30000000,0.4838999666666667,Drama,2017,121,7.0
Cinderella,263591415,2900000,89.89359137931035,Family,1950,74,7.037
Tarzan,448191819,130000000,2.447629376923077,Family,1999,88,7.402
Hachi: A Dog's Tale,46749646,16000000,1.921852875,Drama,2009,93,8.006
The Thing,19629760,15000000,0.3086506666666667,Horror,1982,109,8.045
Oz the Great and Powerful,491868548,200000000,1.45934274,Fantasy,2013,130,5.903
